pixel_x,time_seconds,magnitude,magnitude_smooth
56,-191.80283395955723,-0.6366945235985719,-0.645344939057972
57,-191.09007667094085,-0.662645769976772,-0.653995354517372
58,-190.37731938232443,-0.653995354517372,-0.653995354517372
59,-189.664562093708,-0.584792030842173,-0.653995354517372
60,-188.95180480509163,-0.653995354517372,-0.653995354517372
61,-188.2390475164752,-0.653995354517372,-0.653995354517372
62,-187.5262902278588,-0.7924020018677709,-0.7924020018677709
63,-186.8135329392424,-1.1730202820813673,-1.1730202820813673
64,-186.100775650626,-1.5017360695385644,-1.5017360695385644
65,-185.38801836200957,-1.891004765211561,-1.891004765211561
66,-184.67526107339316,-2.314875122722157,-2.314875122722157
67,-183.96250378477677,-2.998257944014751,-2.634940494719954
68,-183.24974649616036,-3.08476209860875,-2.634940494719954
69,-182.53698920754394,-2.643590910179354,-2.634940494719954
70,-181.82423191892752,-2.634940494719954,-2.634940494719954
71,-181.11147463031114,-1.873703934292761,-1.873703934292761
72,-180.39871734169472,-1.5968906395919635,-1.5968906395919635
73,-179.6859600530783,-1.0778657120279684,-1.0778657120279684
74,-178.97320276446192,-1.0519144656497685,-1.0519144656497685
75,-178.2604454758455,-0.5847920308421726,-0.5847920308421726
76,-177.54768818722908,-0.5501903690045733,-0.5501903690045733
77,-176.8349308986127,-0.4723366298699738,-0.4723366298699738
78,-176.12217360999628,-0.4636862144105738,-0.4636862144105738
79,-175.40941632137987,-0.2560762433849755,-0.2560762433849755
80,-174.69665903276348,-0.09171834965637693,-0.2214745815473762
81,-173.98390174414706,-0.19552333516917608,-0.2214745815473762
82,-173.27114445553065,-0.2214745815473762,-0.19552333516917608
83,-172.55838716691423,-0.2214745815473762,-0.19552333516917608
84,-171.8456298782978,-0.19552333516917608,-0.19552333516917608
85,-171.13287258968143,-0.16092167333157636,-0.16092167333157636
86,-170.420115301065,-0.1349704269533767,-0.1349704269533767
87,-169.7073580124486,-0.12632001149397665,-0.12632001149397665
88,-168.9946007238322,0.07263954407222162,-0.04846627235937717
89,-168.2818434352158,0.2542982687196198,-0.04846627235937717
90,-167.56908614659937,0.2110461914226205,-0.022515025981177494
91,-166.856328857983,-0.04846627235937717,0.07263954407222162
92,-166.14357156936657,-0.15227125787217677,-0.022515025981177494
93,-165.43081428075016,-0.022515025981177494,-0.04846627235937717
94,-164.71805699213377,0.14184286774742105,-0.09171834965637693
95,-164.00529970351735,-0.10036876511577653,-0.10036876511577653
96,-163.29254241490094,-0.09171834965637693,-0.09171834965637693
97,-162.57978512628455,-0.16957208879097596,-0.09171834965637693
98,-161.8670278376681,-0.24742582792557544,-0.09171834965637693
99,-161.15427054905172,0.2975503460166191,-0.09171834965637693
100,-160.44151326043533,0.32350159239481924,0.2975503460166191
101,-159.72875597181888,0.3148511769354192,0.3148511769354192
102,-159.0159986832025,-0.14362084241277673,0.32350159239481924
103,-158.30324139458608,0.608965302555017,0.608965302555017
104,-157.59048410596967,0.7300711189866158,0.608965302555017
105,-156.87772681735328,1.5951126649266074,0.608965302555017
106,-156.16496952873686,0.7214207035272158,0.608965302555017
107,-155.45221224012045,0.12454203682862097,0.12454203682862097
108,-154.73945495150406,-0.005214195062377414,0.12454203682862097
109,-154.02669766288764,0.029387466775222304,0.12454203682862097
110,-153.31394037427123,0.038037882234621456,0.12454203682862097
111,-152.60118308565484,0.16779411412562073,0.14184286774742105
112,-151.88842579703842,0.14184286774742105,0.16779411412562073
113,-151.175668508422,0.3408024233136189,0.3408024233136189
114,-150.46291121980562,0.4013553315294187,0.3408024233136189
115,-149.75015393118917,0.38405450061061863,0.3408024233136189
116,-149.0373966425728,0.38405450061061863,0.3408024233136189
117,-148.3246393539564,0.2802495150978199,0.3321520078542193
118,-147.61188206533996,0.3321520078542193,0.2802495150978199
119,-146.89912477672357,0.2802495150978199,0.2802495150978199
120,-146.18636748810715,-0.16092167333157636,0.2802495150978199
121,-145.47361019949074,-0.16092167333157636,0.3321520078542193
122,-144.76085291087435,0.48785948612341734,0.48785948612341734
123,-144.04809562225793,0.4965099015828174,0.4965099015828174
124,-143.33533833364152,0.4965099015828174,0.4965099015828174
125,-142.62258104502513,1.5086085103326088,0.4965099015828174
126,-141.9098237564087,0.8684777663370142,0.4965099015828174
127,-141.1970664677923,0.21969660688202008,0.21969660688202008
128,-140.4843091791759,0.12454203682862097,0.12454203682862097
129,-139.7715518905595,0.0034362203970221827,0.12454203682862097
130,-139.05879460194308,-0.05711668781877721,0.12454203682862097
131,-138.3460373133267,0.11589162136922093,0.12454203682862097
