pixel_x,time_seconds,magnitude,magnitude_smooth
56,-191.80283395955723,-1.3114269294317662,-1.2898008907832663
57,-191.09007667094085,-1.2768252675941665,-1.2941260985129661
58,-190.37731938232443,-1.3027765139723662,-1.2854756830535663
59,-189.664562093708,-1.2768252675941665,-1.2854756830535663
60,-188.95180480509163,-1.2941260985129661,-1.2768252675941665
61,-188.2390475164752,-1.2422236057565668,-1.2854756830535663
62,,,
63,,,
64,,,
65,,,
66,-184.67526107339316,-2.0207609971025597,-2.0683382821292593
67,-183.96250378477677,-2.01211058164316,-2.115915567155959
68,-183.24974649616036,-2.1764684753717582,-2.1461920212638583
69,-182.53698920754394,-2.115915567155959,-2.1764684753717582
70,-181.82423191892752,-2.1851188908311583,-2.1764684753717582
71,-181.11147463031114,-2.2024197217499584,-2.1764684753717582
72,-180.39871734169472,-2.1851188908311583,-2.1764684753717582
73,-179.6859600530783,-2.1764684753717582,-2.1764684753717582
74,-178.97320276446192,-2.1418668135341585,-2.1418668135341585
75,-178.2604454758455,-2.115915567155959,-2.115915567155959
76,-177.54768818722908,-2.03806182802136,-2.0640130743995595
77,-176.8349308986127,-2.0640130743995595,-2.0640130743995595
78,-176.12217360999628,-2.0640130743995595,-2.0640130743995595
79,-175.40941632137987,-2.03806182802136,-2.03806182802136
80,-174.69665903276348,-2.124565982615359,-2.03806182802136
81,-173.98390174414706,-1.9688585043461604,-2.01211058164316
82,-173.27114445553065,-1.9515576734273603,-1.9688585043461604
83,-172.55838716691423,-1.9688585043461604,-1.9688585043461604
84,-171.8456298782978,-2.01211058164316,-1.9688585043461604
85,-171.13287258968143,-1.9688585043461602,-1.9688585043461604
86,-170.420115301065,-1.9688585043461604,-1.98615933526496
87,-169.7073580124486,-1.98615933526496,-2.01211058164316
88,-168.9946007238322,-2.1418668135341585,-2.1418668135341585
89,-168.2818434352158,-2.1851188908311583,-2.1851188908311583
90,-167.56908614659937,-2.211070137209358,-2.211070137209358
91,-166.856328857983,-2.2802734608845574,-2.2802734608845574
92,-166.14357156936657,-2.4186801082349563,-2.4186801082349563
93,-165.43081428075016,-2.453281770072556,-2.453281770072556
94,-164.71805699213377,-2.4705826009913556,-2.4705826009913556
95,-164.00529970351735,-2.548436340125955,-2.548436340125955
96,-163.29254241490094,-2.6089892483417545,-2.6089892483417545
97,-162.57978512628455,-2.634940494719954,-2.634940494719954
98,-161.8670278376681,-2.6522413256387543,-2.6522413256387543
99,-161.15427054905172,-2.7041438183951536,-2.6522413256387543
100,-160.44151326043533,-2.6954934029357536,-2.660891741098154
