pixel_x,time_seconds,magnitude,magnitude_smooth
56,-191.80283395955723,-1.1730202820813673,-0.22579978927707578
57,-191.09007667094085,-0.5242391226263732,-0.5242391226263732
58,-190.37731938232443,0.07263954407222162,-0.8486297023538703
59,-189.664562093708,0.07263954407222162,-0.8486297023538703
60,-188.95180480509163,-1.8391022724551613,-0.5242391226263732
61,-188.2390475164752,-1.1730202820813673,-0.5501903690045729
62,,,
63,,,
64,,,
65,,,
66,,,
67,-183.96250378477677,-1.7439477024017624,-1.648793132348363
68,-183.24974649616036,-1.6920452096453626,-1.6055410550513636
69,-182.53698920754394,-1.5795898086731637,-1.5925654318622637
70,-181.82423191892752,-1.6055410550513636,-1.5795898086731637
71,-181.11147463031114,-1.4844352386197643,-1.4844352386197643
72,-180.39871734169472,-1.3979310840257653,-1.3979310840257653
73,-179.6859600530783,-1.3373781758099659,-1.3373781758099659
74,-178.97320276446192,-1.3114269294317662,-1.3114269294317662
75,-178.2604454758455,-1.1384186202437676,-1.207621943918967
76,-177.54768818722908,-0.9394590646775693,-1.207621943918967
77,-176.8349308986127,-1.0173128038121684,-1.207621943918967
78,-176.12217360999628,-1.207621943918967,-1.207621943918967
79,-175.40941632137987,-1.2595244366753664,-1.2422236057565668
80,-174.69665903276348,-1.2422236057565668,-1.2508740212159666
81,-173.98390174414706,-1.2508740212159666,-1.2595244366753664
82,-173.27114445553065,-1.2941260985129661,-1.2941260985129661
83,-172.55838716691423,-1.4238823304039652,-1.3979310840257653
84,-171.8456298782978,-1.4238823304039652,-1.3979310840257653
85,-171.13287258968143,-1.5709393932137639,-1.3979310840257653
86,-170.420115301065,-1.3979310840257653,-1.3979310840257653
87,-169.7073580124486,-1.3633294221881656,-1.3719798376475656
88,-168.9946007238322,-1.3719798376475656,-1.3719798376475656
89,-168.2818434352158,-1.3633294221881656,-1.3719798376475656
90,-167.56908614659937,-1.3373781758099659,-1.3719798376475656
91,-166.856328857983,-1.4844352386197646,-1.3979310840257653
92,-166.14357156936657,-1.3979310840257653,-1.3979310840257653
93,-165.43081428075016,-1.432532745863365,-1.3979310840257653
94,-164.71805699213377,-1.449833576782165,-1.3979310840257653
95,-164.00529970351735,-1.3373781758099659,-1.3373781758099659
96,-163.29254241490094,-1.2941260985129661,-1.2941260985129661
97,-162.57978512628455,-1.2508740212159668,-1.2508740212159668
98,-161.8670278376681,-1.1297682047843678,-1.1297682047843678
99,-161.15427054905172,-1.095166542946768,-1.095166542946768
100,-160.44151326043533,-1.0778657120279684,-1.0778657120279684
101,-159.72875597181888,-1.0000119728933692,-1.0173128038121684
102,-159.0159986832025,-1.0086623883527688,-1.0086623883527688
103,-158.30324139458608,-1.0173128038121684,-1.0000119728933692
104,-157.59048410596967,-0.7751011709489708,-0.8529549100835703
105,-156.87772681735328,-0.7751011709489708,-0.8270036637053702
106,-156.16496952873686,-0.6712961854361721,-0.7751011709489708
107,-155.45221224012045,-0.8529549100835703,-0.7751011709489708
108,-154.73945495150406,-0.8270036637053702,-0.7058978472737714
109,-154.02669766288764,-0.7058978472737714,-0.7058978472737714
110,-153.31394037427123,-0.6885970163549713,-0.7404995091113715
111,-152.60118308565484,-0.6799466008955717,-0.7145482627331714
112,-151.88842579703842,-0.7404995091113715,-0.7058978472737714
113,-151.175668508422,-0.7404995091113715,-0.6885970163549713
114,-150.46291121980562,-0.7145482627331714,-0.7145482627331714
115,-149.75015393118917,-0.662645769976772,-0.7404995091113715
116,-149.0373966425728,-0.6712961854361721,-0.7404995091113715
117,-148.3246393539564,-0.7578003400301707,-0.7578003400301707
118,-147.61188206533996,-0.809702832786571,-0.809702832786571
119,-146.89912477672357,-0.8270036637053702,-0.8270036637053702
120,-146.18636748810715,-1.0519144656497685,-1.0519144656497685
121,-145.47361019949074,-1.1730202820813673,-1.0519144656497685
122,-144.76085291087435,-1.1816706975407674,-1.0519144656497685
123,-144.04809562225793,-1.1730202820813673,-1.0519144656497685
124,-143.33533833364152,-0.8529549100835703,-1.1730202820813673
125,-142.62258104502513,-0.8183532482459706,-1.1730202820813673
126,-141.9098237564087,-0.9394590646775693,-1.1730202820813673
127,-141.1970664677923,-1.207621943918967,-1.207621943918967
128,-140.4843091791759,-1.2941260985129661,-1.2941260985129661
129,-139.7715518905595,-1.3114269294317662,-1.3114269294317662
130,-139.05879460194308,-1.3287277603505658,-1.3287277603505658
131,-138.3460373133267,-1.3979310840257653,-1.3979310840257653
132,-137.63328002471025,-1.441183161322765,-1.3979310840257653
133,-136.92052273609386,-1.5536385622949638,-1.4065814994851653
134,-136.20776544747747,-1.4844352386197643,-1.4065814994851653
135,-135.49500815886103,-1.3114269294317662,-1.4065814994851653
136,-134.78225087024464,-1.4065814994851653,-1.3114269294317662
137,-134.06949358162822,-1.0692152965685686,-1.3027765139723662
138,-133.3567362930118,-1.3027765139723662,-1.2941260985129661
139,-132.64397900439542,-1.2768252675941665,-1.2768252675941665
140,-131.931221715779,-1.2941260985129661,-1.1730202820813673
141,-131.2184644271626,-1.1730202820813673,-1.1730202820813673
142,-130.5057071385462,-1.1470690357031676,-1.1470690357031676
143,-129.79294984992978,-1.0259632192715686,-1.0259632192715686
144,-129.08019256131337,-0.5328895380857732,-0.5328895380857732
145,-128.36743527269698,-0.4463853834917737,-0.4463853834917737
146,-127.65467798408056,-0.2647266588443755,-0.4463853834917737
147,-126.94192069546415,-0.19552333516917608,-0.4463853834917737
148,-126.22916340684775,-0.2647266588443755,-0.4463853834917737
149,-125.51640611823133,-0.8789061564617704,-0.5501903690045733
150,-124.80364882961493,-0.9048574028399696,-0.5501903690045733
151,-124.09089154099851,-0.5501903690045733,-0.5501903690045733
152,-123.37813425238211,-0.5674911999233725,-0.5501903690045733
153,-122.66537696376571,-0.12632001149397665,-0.12632001149397665
154,-121.9526196751493,0.20239577596322045,-0.12632001149397665
155,-121.23986238653289,-0.12632001149397665,0.20239577596322045
156,-120.52710509791648,0.21969660688202008,0.2110461914226205
157,-119.81434780930007,0.4965099015828174,0.21969660688202008
158,-119.10159052068367,0.4965099015828174,0.4013553315294187
159,-118.38883323206726,0.2110461914226205,0.41000574698881875
160,-117.67607594345085,1.5086085103326088,0.4273065779076184
161,-116.96331865483444,0.4013553315294187,0.41000574698881875
162,-116.25056136621804,0.41000574698881875,0.4013553315294187
163,-115.53780407760163,0.4273065779076184,0.4013553315294187
164,-114.82504678898522,0.4013553315294187,0.4013553315294187
165,-114.11228950036882,-0.4636862144105738,-0.2647266588443755
166,-113.3995322117524,-1.0259632192715684,-0.27337707430377556
