pixel_x,time_seconds,magnitude,magnitude_smooth
85,-171.13287258968143,-3.6989415962261445,-3.6946163884964447
86,-170.420115301065,-3.6989415962261445,-3.690291180766745
87,-169.7073580124486,-3.690291180766745,-3.685965973037045
88,-168.9946007238322,-3.681640765307345,-3.681640765307345
89,-168.2818434352158,-3.672990349847945,-3.681640765307345
90,-167.56908614659937,-3.681640765307345,-3.681640765307345
91,-166.856328857983,-3.672990349847945,-3.681640765307345
92,-166.14357156936657,-3.681640765307345,-3.681640765307345
93,-165.43081428075018,-3.6902911807667444,-3.6902911807667444
94,-164.71805699213377,-3.6989415962261445,-3.6946163884964447
95,-164.00529970351735,-3.785445750820144,-3.6989415962261445
96,-163.29254241490094,-3.7940961662795436,-3.7421936735231442
97,,,
98,,,
99,,,
100,,,
101,-159.72875597181888,-3.7594945044419443,-3.7508440889825443
102,-159.0159986832025,-3.7508440889825443,-3.7508440889825443
103,-158.30324139458608,-3.7508440889825443,-3.7508440889825443
104,,,
105,,,
106,,,
107,,,
108,-154.73945495150406,-3.7248928426043446,-3.7248928426043446
109,-154.02669766288764,-3.7248928426043446,-3.7248928426043446
110,-153.31394037427123,-3.7248928426043446,-3.8286978281171438
111,-152.60118308565484,-3.9325028136299425,-3.8286978281171438
112,-151.88842579703842,-3.9325028136299425,-3.9325028136299425
113,-151.175668508422,-3.9325028136299425,-3.9325028136299425
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,-118.38883323206726,-3.915201982711143,-3.915201982711143
160,-117.67607594345085,-3.923852398170543,-3.915201982711143
161,-116.96331865483444,-3.915201982711143,-3.915201982711143
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,-111.97401763451958,-3.655689518929145,-3.655689518929145
169,-111.26126034590318,-3.655689518929145,-3.655689518929145
170,-110.54850305728678,-3.655689518929145,-3.685965973037045
171,-109.83574576867036,-3.768144919901344,-3.655689518929145
172,-109.12298848005396,-3.768144919901344,-3.666502538253395
173,-108.41023119143755,-3.7162424271449446,-3.685965973037045
174,-107.69747390282114,-3.647039103469745,-3.7054294078206946
175,-106.98471661420473,-3.666502538253395,-3.7054294078206946
176,-106.27195932558833,-3.685965973037045,-3.7054294078206946
177,-105.55920203697193,-3.7054294078206946,-3.7054294078206946
178,-104.84644474835551,-3.7248928426043446,-3.7248928426043446
179,-104.13368745973911,-3.7248928426043446,-3.7248928426043446
180,-103.4209301711227,-3.880600320873543,-3.880600320873543
181,-102.70817288250629,-4.027657383683342,-3.880600320873543
182,-101.99541559388987,-4.0103565527645415,-3.884925528603243
183,-101.28265830527349,-3.8892507363329427,-3.8892507363329427
184,-100.56990101665707,-3.880600320873543,-3.949803644548742
185,,,
186,,,
187,,,
188,,,
189,-97.00611457357502,-3.681640765307345,-3.7032668039558443
190,-96.29335728495863,-3.6989415962261445,-3.7075920116855445
191,-95.58059999634222,-3.7075920116855445,-3.7119172194152448
192,-94.8678427077258,-3.7162424271449446,-3.7162424271449446
193,-94.15508541910941,-3.7335432580637447,-3.7162424271449446
194,-93.442328130493,-3.915201982711143,-3.7162424271449446
195,-92.72957084187658,-3.785445750820144,-3.7248928426043446
196,-92.01681355326016,-3.655689518929145,-3.7335432580637447
197,-91.30405626464378,-3.655689518929145,-3.7205676348746444
198,,,
