pixel_x,time_seconds,magnitude,magnitude_smooth
107,-155.45221224012045,-3.9325028136299425,-3.9325028136299425
108,-154.73945495150406,-3.9411532290893425,-3.9325028136299425
109,-154.02669766288764,-3.9325028136299425,-3.895738547927493
110,-153.31394037427123,-3.8589742822250432,-3.9325028136299425
111,-152.60118308565484,-3.785445750820144,-3.9325028136299425
112,-151.88842579703842,-3.785445750820144,-3.9325028136299425
113,-151.175668508422,-3.9411532290893425,-3.9411532290893425
114,-150.46291121980562,-3.958454060008142,-3.9498036445487426
115,-149.75015393118917,-3.9498036445487426,-3.9498036445487426
116,-149.0373966425728,-4.019006968223941,-3.9498036445487426
117,-148.3246393539564,-4.019006968223941,-3.9498036445487426
118,-147.61188206533996,-3.8892507363329427,-3.8892507363329427
119,-146.89912477672357,-3.768144919901344,-3.863299489954743
120,-146.18636748810715,-3.8200474126577437,-3.8459986590359434
121,-145.47361019949074,-3.8286978281171438,-3.8286978281171438
122,-144.76085291087435,-3.863299489954743,-3.824372620387444
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,-139.7715518905595,-3.768144919901344,-3.768144919901344
130,-139.05879460194308,-3.768144919901344,-3.768144919901344
131,-138.3460373133267,-3.768144919901344,-3.768144919901344
132,-137.63328002471025,-3.7508440889825443,-3.768144919901344
133,-136.92052273609386,-3.785445750820144,-3.785445750820144
134,-136.20776544747744,-3.8200474126577433,-3.8200474126577433
135,-135.49500815886103,-3.854649074495343,-3.854649074495343
136,-134.78225087024464,-3.8892507363329427,-3.863299489954743
137,-134.06949358162822,-3.8892507363329427,-3.863299489954743
138,-133.3567362930118,-3.8892507363329427,-3.863299489954743
139,-132.64397900439542,-3.863299489954743,-3.863299489954743
140,-131.931221715779,-3.8200474126577433,-3.8200474126577433
141,-131.2184644271626,-3.776795335360744,-3.8027465817389436
142,-130.5057071385462,-3.785445750820144,-3.785445750820144
143,-129.79294984992978,-3.785445750820144,-3.785445750820144
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,-124.09089154099851,-3.768144919901344,-3.768144919901344
152,-123.37813425238211,-3.768144919901344,-3.768144919901344
153,-122.66537696376571,-3.7594945044419443,-3.768144919901344
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,,,
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,-57.804463699672596,-3.8113969971983437,-3.8113969971983437
245,-57.09170641105621,-3.8113969971983437,-3.8113969971983437
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,-43.54931792734445,-3.794096166279544,-3.8113969971983437
265,-42.83656063872806,-3.802746581738944,-3.8200474126577437
266,-42.12380335011164,-3.8200474126577437,-3.824372620387444
267,-41.41104606149523,-3.8286978281171438,-3.8286978281171438
268,-40.69828877287884,-3.863299489954743,-3.8589742822250432
269,-39.985531484262424,-3.863299489954743,-3.8589742822250432
270,-39.272774195646015,-3.861136886089893,-3.8589742822250432
271,-38.560016907029606,-3.8589742822250432,-3.8589742822250432
272,-37.8472596184132,-3.8568116783601933,-3.8568116783601933
273,-37.13450232979679,-3.8546490744953434,-3.8546490744953434
274,-36.42174504118037,-3.8546490744953434,-3.8546490744953434
275,-35.70898775256397,-3.8373482435765434,-3.8373482435765434
276,-34.99623046394757,-3.8200474126577437,-3.8286978281171438
277,-34.28347317533115,-3.8200474126577437,-3.8286978281171438
278,-33.57071588671474,-3.8286978281171438,-3.8286978281171438
279,-32.85795859809835,-3.8286978281171438,-3.8286978281171438
280,-32.14520130948193,-3.8459986590359434,-3.8286978281171438
281,-31.432444020865518,-3.8459986590359434,-3.8373482435765434
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,,,
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,,,
321,,,
322,,,
323,,,
324,,,
325,,,
326,,,
327,,,
328,,,
329,,,
330,,,
331,,,
332,,,
333,,,
334,,,
335,,,
336,,,
337,,,
338,,,
339,,,
340,,,
341,,,
342,,,
343,,,
344,,,
345,,,
